,Review,Score
321,"We dined here after many recommendations from friends far and wide.  Locals and tourists both see this one as a favorite.  The entrance can be a little daunting.  There is a hostess outside you check in with and then wait in an outdoor line.  Then you are brought downstairs to the bar area to have cocktails and wait.  The wait was long but well worth it.  We dined on everything our server recommended and more.  It was my first time trying Indian food and I loved it!  The service was quick as they are used to taking care of many people at once and the food was delicious.  It is tapas style so I would recommend 2 items per person, and to share family style.",5 
322,"Dishoom is a PHENOMENAL restaurant, especially for brunch. I was impressed by every single thing I ordered including the teas. My favorite was the Bacon Naan Roll, which I recommend to everyone whenever I hear London or food. The Bacon Naan Roll is so flavorful and all of the ingredients compliment each other so well. The first bite I took of the Bacon Naan Roll I immediately ordered two more.",5 
323,"I have to say, I am Indian and I love the name. The food is a unique twist on Indian. The names of the dishes are clever and the rustic feel sets for a time back in India. Chicken Tikka dish is very aromatic and hits all the right notes. The roomali roti is super thin and sets for a great meal too. The okra fries are tender and lightly battered. The food isn't Indian spicy like I would have wanted but the flavors are all there. Their rose lychee shake is great too!Great job!",5 
324,"Our party of four came around on a Saturday at around 6, expecting a wait. The line didn't look too long but in reality, it was a 1.5 hour wait. Their waiting system is actually pretty orderly. It's like getting into a nightclub. They have ropes (non-velvet) and have people line up. I'm not sure if this is just to make it look like it's poppin', because there were quite a few empty tables inside. Maybe they were for people who made reservations (only available for groups of 6+). While you're waiting, a waitress comes around and gives you small samples of hot chai tea latte. It was a bit too sweet for me, but it was a very nice gesture, especially since it was windy and chilly that day.Finally, once you get inside the exclusive Dishoom, you'll wait about 15 more minutes while they prepare your table. That's how they get you to order a drink at the bar downstairs. So I had the Chilitini (Luksusowa vodka with pomegranate, lemon juice and chilli liqueur) and for 7.50, it was pretty inexpensive for a cocktail (compared to NYC, anyway). I really liked the flavor and the bite that the chili liquer gave it, but I wish there was a bit more vodka in it. I guess I'm just used to stronger NYC cocktails, where they don't measure out the liquor.Onto the food. Here is what we ordered:Garlic Naan - our waiter recommended two orders for four people, but I'm glad that we didn't go with his suggestion. It was very oily, so it would have been difficult for one person to eat more than a certain amount of it. Could have used more garlic.Lamb Boti Kabab (pieces of tender lamb marinated with red chilli, garlic and ginger) - the flavor was good but the lamb was pretty dry. It definitely needed some sauce with it.House Black Daal (Indian spiced lentils) - this was like a soupy bean dip. Not my favorite but it went well with the garlic naanChicken Ruby (chicken in a rich silky 'makhani' sauce) - this was probably the star of the show, as it seems like the majority here would agree. The sauce is great (again, especially with the naan), and the chicken wasn't dry.Note - none of the 'entrees' come with any sides so you'll want to order naan or rice to go with it. The portions are on the smaller side so it's best to order a bunch of dishes and just share them. That way, you'll get to have a great variety.I don't know how packed their other locations get. I also don't know if I would wait another 1.5 hours to eat here again. But I do know that it was a great London Indian food experience.",4 
325,"Extremely overrated. Don't be a silly American and wait in the cold for one hour. Hop in an Uber and go a bit further out to Original Lahore Kebab House in Whitechapel for some great South Asian grub. I feel like those giving this place five stars have had limited Indian food experiences. Dishoom has a great menu in the sense they're small plates, so you can sample a variety of foods in one meal. The only issue is the food quality doesn't warrant the wait time. We waited one hour (yes, they give you complimentary chai tea while you're waiting, but only after you've waited about 40 minutes already) for this experience. I wanted to order dishes I did not have easy access to back home, including jackfruit biryani, spicy prawns, and cheese naan to name a few. Decent flavor and quick service, but not an exceptional experience. We capped our meal with a rose and chamomile lassi, which was refreshing. Prices are standard for London. If you had to pick between this or unseasoned fried food, I'd absolutely pick Dishoom. But, in a city with such a large Indian population, there is a plethora of other options.",3 
326,An inviting window into Parsi culture. Eating here was a pleasant experience. We arrived late on a weeknight and the restaurant was still packed when we got there. The Art Deco flourishes give the space the feel of another time and place. The kabobs were meaty and well spiced. We also ordered biryani. The rice was aromatic and complemented the meat dishes nicely. Would also recommend the roti.,4 
327,"Last year, Dishoom was named as the best restaurant in Britain according to Yelp. Unsurprisingly, the wait at this Bombay-inspired café averages an hour. While it is quite long, they do offer hot tea (chai and mint) as you queue up. Grab a glass - it'll come in handy as the chilly evening sets in. It's also both free and delicious, so there really isn't any reason not to.For being such a casual place with a reasonably priced menu, the ambiance here is quite upscale. To boot, the attentive waiters running around with smiles on their faces make for great service. They bang those dishes out blazing fast. I received my order within 10 minutes of placing it.On the flip side, I think that the food here is a tad overhyped. While they do serve very solid Indian fare, I was not quite blown away as I hoped. Per my server's recommendation, I ordered the Chicken Ruby, the House Black Daal, and the Garlic Naan. All very good, none particularly outstanding. What actually wowed me the most was the mint & coriander sauce that was served on the side as a dip. That stuff was to-die for, so make sure you at least give it a taste!**UPDATE**Since writing my review, I've been to Dishoom several times more, trying both their breakfast and all-day menus. Here's the lowdown on everything I've tasted.Breakfast:Bacon Naan Roll (£5.90) - 5 starsBacon & Egg Naan Roll (£5.20) - 5 starsBig Bombay (£11.90) - 4 starsAppetizers:Pau Bhaji (£4.50) - 5 starsOkra Fries (£4.50) - 5 starsVegetable Samosas (£4.20) - 3 starsEntrees:Jackfruit Biryani (£9.50) - 5 starsMahi Tikka (£8.70) - 4 starsMurgh Malai (£8.50) - 4 starsMasala Prawns (£11.90) - 4 starsSali Boti (£12.50 half / £16.90 full) - 4 starsDishoom Chicken Tikka Roll (£7.50) - 4 starsChicken Ruby (£10.50) - 3 starsHouse Black Daal (£6.20) - 3 starsAwadhi Lamb Biryani (£11.50) - 3 starsDishoom Chicken Tikka (£8.50) - 3 starsSides:Cheese Naan (£3.70) - 5 starsGarlic Naan (£3.20) - 4 starsPlain Naan (£2.90) - 4 starsRaita (£3.20) - 4 starsDrinks:House Chai (£2.70) - 5 starsChocolate Chai (£3.20) - 4 starsViceroy's Old-Fashioned (£9.50) - 4 starsRose & Cardamom Lassi (£3.90) - 4 starsMango & Fennel Lassi (£3.90) - 3 starsDesserts:Bun Maska Pudding (£5.60) - 4 starsPistachio Kulfi on a Stick (£3.70) - 2 stars",4 
328,"Absolutely amazing food!! One of the best places we visited in London. Atmosphere, food, drinks, all of it was perfect!",5 
329,"I had been to Dishoom many years ago, didn't know they did breakfast but a quick internet search taught me that they are super popular for breakfast and with good reason!We made a reservation for 9.15 am online for a Saturday morning and it was fully seated. However, we took our good time to enjoy the super delicious bacon naan, egg naan and Keema Per Eedu - a fantastic chicken dish, beautifully spiced and I drank liters of the House Chai. By far the best Chai I ever had!The service was prompt and friendly, the atmosphere relaxed and classy without being pompous. Highly recommended if you wanted something a bit different for breakfast!",4 
330,"A superb restaurant, we look forward to going there again when things reopen in London. This place had rave reviews",5 
331,"Gotta be honest..I'm not a fan of Indian food. Never was. While planning a trip to London...I was INFORMED multiple times that the Indian food in London was THE BEST. That I ABSOLUTELY HAD TO TRY IT. Ok..I reluctantly agreed to give it a try. Dishoom, according to our radar, was one of THE top Indian food restaurants. So...Dishoom it was! When we arrived, there was a mini line but it moved fairly fast (10-15 mins tops). We were offered some chai tea while we waited...interesting taste indeed. We were quickly moved into the basement where the bar was...not much seating but packed and cozy. Onto our food. We decided to yolo it and order pretty much one from each section. Great decisions made that night ;)!!GARLIC NAAN 2.20 -soft and fluffy naan bread with garlic flavors floating out while you eat. GET IT!STEAMED BASMATI RICE 2.20-typical rice..I got it mixed up with the yellow rice...but this does pair well with the curry dishes.OKRA FRIES 3.70 -deep fried and a tad oily.PAU BHAJI 3.90-super soft warm buns meant to be dipped in this veggie paste?...it was mouthwateringly tasty.GUNPOWDER POTATOES 5.90-chunks of potatoes mixed with spices and a hint of lime juice. It was a lifesaver when we got hungry in the middle of the night and decided to eat the leftovers. CHICKEN RUBY 8.2-not your typical curry flavor. I can't remember the exact taste but it was very flavorful.All the food we ate was delicious and the price point was perfect. I would def go again. Must try in London!",4 
332,"Amazing food. Amazing spices. Amazing taste. This is the best traditional Indian food I've had in London. They're also everywhere! The line is usually out the door, but it's definitely worth going to because of the atmosphere, people, heartiness, and delicious food. There are many twists and accents the head chef spins on their meals, and I think the addition of personal touches is what makes this place so spectacular. My favorite dishes are the Chicken Ruby as well as the Morgh Malai.. and make sure to order the garlic or cheese naan with your meal! This is an amazing place to go to if you're ever in London, in fact, you MUST go. I will be upset if you didn't (not that my opinion matters, I'm just a yelp reviewer).",5 
333,"This was a place I had bookmarked for dinner one night but ended up not going until we wanted breakfast this morning and this place was recommended. My fiancé is not a fan of Indian food so that was another reason we didn't come here for dinner. We did walk by on a Friday night and there was a queue to get in and it seemed like quite a long one. Anyway, I ordered a chocolate chai since it was a little brisk this morning. It was perfectly warm and it had all the aromas that you would look for in a chai... if drinks could give you a warm fuzzy hug, this drink would be the one to do it. For our meals, we went with the naan wraps with egg. I got the sausage one and he got bacon (extra crispy). While it was good, it was not anything to write home to. His bacon was not crispy to start with - maybe some burnt edges. I gave him half of my sausage naan roll and I got half of his bacon naan roll. I want to come back here for dinner one day as I really enjoy Indian food. In the meantime, I will have to convince Brian's tastebuds that they like Indian food.",4 
334,"Wow this place is popular! Every time we walked by there was a line out the door! We came around 8/9pm on a weekday and it was about a hour wait. I liked that the wait seemed fair (followed the sequence in which people arrived) and they handed out hot tea while waiting. If you are waiting outside in line, they eventually move you to the bar where you may wait another 15-30 minutes. Luckily the food was worth the wait! We had their house dal and chicken ruby with rice and naan. This was one of my fiancés first Indian food experiences so I told him if he did not like the food here then he would probably not like Indian food anywhere. Thankfully we both loved it!For dessert we had the chocolate pudding with vanilla chili ice cream. They were definitely the perfect complement to each other as I don't think I'd enjoy the chili flavor of the ice cream without the richness of the pudding.I'd highly recommend coming here!",5 
335,"There was an hour wait, and I was pretty reluctant to wait. I'm normally not a fan of higher end restaurants, especially ones with a line. They asked that at least one member of your party is in line at all times, so it's easy to swap out and explore the area. The food was amazing!! It was flavorful, spicy, and savory. We got at least 7 different dishes, and I wasn't disappointed with any of them. I really liked the chutney sauce. The hostess was very attentive and kind. I think she had red hair with a non British accent. Her recommendations for foods, cocktails, and amount to order was all spot on. I would definitely come back. Edit: went back again, and it's still amazing. If you're overwhelmed with the menu, just get the ones that are boxed out on the menu. Can't go wrong with those.",5 
336,"My friend and I went to Dishoom on our first night in London. We got there around 8pm on a Saturday night and there was a line out the door. They don't take reservations so you're literally stuck waiting in line until they call you. I've heard London has pretty good Indian food and this place was highly reviewed, so we didn't mind waiting. It took about an hour or so before we got seated downstairs. After browsing the menu, we decided on the okra fries, the chicken ruby, and the paneer tikka. We got our food pretty quickly, and from what I remember, nothing stood out. The okra fries were the best part of the meal, but they still weren't memorable. The chicken ruby was alright, the chicken was a bit dry imo. The paneer tikka I could've done without. All the food was just meh. For a place that has such high reviews and praises I was quite disappointed. I don't think I'd come back here when I come back to London.",3 
337,Love it! Great interior and great food! I've been to a few branches and really like them all,5 
338,Amazing Indian food! I also love the decor it makes you feel like you're in a different time period of time. The entire experience feels authentic and I love that they have many vegetarian options as well!,5 
339,"chicken & jackfruit biryani are both really flavorful for what is mostly rice. paneer curry was good. broccoli salad was okay but idk how flavorful you could make raw broccoli. jackfruit was good but tasted like fruit, not a meat substitute. garlic naan was fine.",4 
340,"First off they have out chai and other teas as you wait outside. And their chai is actually amazing unlike other places who serve chai.They're cocktail menu looked tempting but we stuck with the food only. We ordered paneer (classic) and dhal makhani, also delicious. The garlic naan was on point as well. I can see why this is a very popular Indian restaurant in London. If I come back, I'm definitely getting more tea.",4 
341,"Really good Indian food with great cocktails. We came in after shopping at Covent Garden in the afternoon, we didn't have to experience any long waits as we were seated immediately. We had several of their mainstays including CHicken Ruby Curry, Black Daal, lamb biryani. Those dishes were really good. Especially the biryani, that dish packed a ton of flavor into that little bowl. I loved it. And of coourse we sopped everyhting up with some garlic naan. I'd suggest bring a group of people and order a bunch of stuff, the portiosn aren't the biggest, but they are flavorful and interesting.My favorite thing that I had at dishoom was actually their cocktail their Hoppy Butter Paanch. Oh wow, what a surprising cocktail, it has a IPA hop foam, and then underneath that it has a whisky and honey based cocktail with some spices, but when you drink it. it doesn't taste like any of those ingredients listed, it's an ultra smooth cocktail taht doesn't taste like beer or whisky, it does have some spices to it, but it's like a smooth punch kicked up with a hint of spices and it's so refreshing, I would prolly kill a gallon of this on a hot summer day, but seeing as it was 30 degrees outside I only had 2 of them. The other cocktails were good too but i just can't get over how good that hoppy butter paanch is.",4 
342,"Amazing! Not sure how any negative reviews because the food was delicious.Highly recommend the okra fries and the Ruby chicken (chicken tikka masala). We did have to wait but there's a reason for the wait - it's good food! And the wait seems longer than it was, wasn't bad at all, and they offered us warm drinks while waiting.",5 
343,"See my tip - for lines. Amazing food. Came for dinner and enjoyed an array of amazing food.  I wasn't a huge Indian food lover, but that's because we get a different version in the Western world.  I'd recommend asking your helpful server for suggestions - many sections have highlighted dishes and we ordered all of them to try.  The cocktails were fresh and yummy as well with a nice wine selection by the glass.  However , we did order the naan garlic bread, followed by the cheese naan ‼Save room for dessert - the chocolate custard was divine.  Part II- breakfast was a no wait / walk in at 10am!  We had the bacon naan and chai tea which was amazing!!",5 
344,"I want to be proposed to at this restaurant. Yes. That's how happy Dishoom makes me. Wow! Wow. Wowww. This was the best restaurant I've ever been to. The food was delicious!!!!!!!!!!!! There was a two hour line but it was worth every minute. If you find yourself craving Indian food in London, I highly suggest trying this place out. It's worth it! Trust me. It's worth it!!! I hated Indian food and I'm very picky about strong smells, but this restaurant was amazing. It smelled divine. Wow. Wow. WOW. I am officially obsessed with this restaurant. Wow. WOW. Wow.Get the Okra fries! Get the Garlic Naan and the regular naan. Get the Dishoom Chicken Tikka! You should also get the Black Daal & Ruby Chicken Curry. Honestly, just order the entire menu. If I was in London right now, I would.",5 
345,"I've never had Indian food before so this was a first. The line itself was a little long, about an hour and you can't leave the line. But let me tell you it was so worth it!!! The food was so delicious. I had no idea what I was ordering since I'm not familiar with this type of food. However the server made great recommendations. I can't wait to come back!",5 
346,Betcha didn't know they served breakfast!!  Food 4/5 Swap out your regular butter toast for a wide selection of fresh baked naan. Loved the onion jam it came with. Superb Sausage and egg naanEgg naanChili Cheese Toast TIP: FREE FLOW House made Chai Tea to warm you up on a rainy morning Service 4/5 Staff are hip and attentive!Vibe 4/5 Love the incense burning at the entrance!,4 
347,"This was our favorite meal in two weeks in Ireland/UK. The commitment to quality is unparalleled especially at this price point. The flavors are mouthwatering and impossible to replicate at home. The service is too notch. We would return often if we lived locally! Specific examples: Quality: a manager observed (with no promting from us) that one of our tikka masala pieces from the grill was burned and replaced it with a new full portion. We only had two pieces left and hadn't noticed.Communication: told us the wait of 20 mins (was way less) and instructed us directions to the bar downstairs, then greeted us by our name at the bottom. Then since they knew we planned to order lunch, let us know the timing of that before the kitchen transitioned from breakfast to lunch. Multiple people with staff also double checked that my husband indeed did not need sugar with his cappuccino when they noticed none at our table, and complimented his health choice haha.",5 
348,"This was an amazing dinner. When we first got to the restaurant we ordered wine and the potato crisps while waited. They told us the wait was an hour fifteen but we waited like 45 minutes. Then we had lamb samosa, lamb kabob, the lamb special, chicken ruby and garlic naan. The chicken ruby is BY FAR one of the most amazing things. Next time I come I'm not sharing and just getting the chicken ruby with some garlic naan and rice lol!! For dessert we had the chocolate pudding, which was really nice. I would have liked a little extra ice cream. Can't wait to come back!! Thanks Dishoom!!",5 
349,"WOW! Simply WOW. This is a intense, yet refined and polished Indian experience. The food was nothing short of world class. Service? AMAZING.  Drinks, although I didn't think Indians were well known for their alcohol, we really spectacular. This place was DEFINITELY one of the highlights of our trip to london. When we return to Europe, I will ensure that Dishoom is a possibility for one of our stops. Can I give more than 5 stars?",5 
350,"Food, drinks, & service were a 10/10. The best Indian food I've ever had! I especially loved the decor.",5 
351,If you like Indian food but are wary of the consistently great reviews (and long lines at some of their locations) - come here! The food is worth it!,4 
352,"We ate here and it was fantastic !!!!The wait can be long so plan ahead.  We got chicken ruby (our favorite ). , nan, murghalimali, raita was good too.  We also had the corn on the cob which was goodAll in all it was great !!!!!!!It is worth the wait and the prices are quite reasonable really for what you get.  The Dishoom IPA beer was good too.",5 
353,"Fantastic flavors and dishes. I got the macchi tikka, fried green chilies, gunpowder potatoes and would definitely recommend any of them. The house chai was great. Also be sure to get the cheese naan. Venue was nice and decorative, would highly recommend.",5 
354,"I was so happy to find this Indian restaurant. The food was delicious, prices are reasonable and they serve thumbs up! Yes be prepared to wait in line for about an hour or so but it is well worth it. They take reservations so I highly suggest that you make one before heading over and have various locations. The chicken Ruby was my favorite, the chutney so yummy and spicy and the decor just makes it an experience!!!",5 
355,This place is a MUST when visiting London. Food was great! Service was quick! Atmosphere is nice. Highly recommend!**,5 
356,"Get here early if you don't want to wait long for a table! We got here at 545pm and there was already a line. While you're in line, they give complimentary tea. We were given a wait time of 40 minutes. What's amazing is that once a spot opens at the bar, they let you wait there and you have the chance to order appetizers and drinks while you wait for your table. Luckily, our wait time was way shorter than they said and we got seated in 20 minutes!We had vada pav, calamari, and samosas as appetizers. For entrees we had two orders of the chicken curry, and order of daal, and the lamb biryani. Everything was absolutely delicious! My favorite dish was definitely the chicken curry. The curry itself reminds me of tikka masala because it's rich and creamy. The chicken was very tender. Great service, great food, and great atmosphere.",5 
357,"I heard from several friends who recommended this place, and now I know why! Dishoom was absolutely delicious, and even though I don't really eat Indian food, I love the food here! Food: 5/5! Actually all of the dishes were delicious, not a single one fell short. We had the okra fries and calamari, and both were fried perfectly, but very oily. Okra fries were almost like yam fries! The chicken tikka was good, but not spectacular. The lamb kebabs were better I think, but personally not a huge fan of lamb. The lamb biryani was one of my faves! The rice is amazingly blended with different flavours, and we added Raita to it too (felt almost like chicken over rice. We also ordered a bowl of greens which was actually very good and helped balance out the heavy meat dishes. I highly recommend the garlic naan and the matter paneer, those were the other highlights of the night. Drinks wise I really liked the mango lassi, and it was a perfect balance for all the spicy and oily dishes. If you're in London this is definitely a must try!",5 
358,"Yes, the stories about the line are true, but yes, it is worth it. They don't take reservations for parties smaller than 6 people after 6 PM. So either make a reservation and go early, or plan to go with a large group! Or, submit to standing outside in the cold with a cup of chai to keep you warm.Dishoom knows how popular it is and they have a seamless system to accommodate the large demand. The staff are all kind and understanding and help to get people inside to the bar as soon as possible. Once inside, the cocktails should not be ignored. The drink menu is extensive and, honestly, fun to read. Tried the bollybellini and their spin on a mojito. Both delicious and refreshing.When we were finally seated, we were given a helpful walk through of the menu with great advice on what to order. In the end for the 4 of us, we got 2 starters: Prawn Koliwada and Okra Fries, and 4 dishes: Murgh Malai (chicken), Gunpowder Potatoes, Awadhi Lamb Biryani, the House Black Daal, plus 2 sides: Plain Naan and the Dishoom Slaw. Sounds like a lot, but it was the perfect amount to taste and share. We were warned that the Biryani would be spicy. It was flavorful, but not painfully spicy at all.We had a great meal with warm ambiance. A bit noisy and crowded, but not a problem. While we were waiting to be seated, we were annoyed with all of the people hogging tables without yielding them to the long line outside. Yet, by the time we were seated, we also didn't want to leave.",5 
359,Really enjoyed the dinner I had here recently with my boyfriend. We were stopping in to fuel up in between bars and the food was great! We ordered a lot of food and it was all delivered quickly. And the drinks are also top-notch - I had the Viceroy's Old Fashioned and enjoyed it quite a bit.I was also really impressed with the efficiency with which they managed the queue outside and got everyone seated promptly. I don't remember all we ordered but know for sure we got the gunpowder potatoes and lamb samosas and both were excellent.,5 
360,NIce Food. I went with my friends & Family few weeks ago to celebrate my birthday. It was really nice experience. The food was very delicious. Looking forward to visit again.,4 
361,delicious food. you can't make dinner reservations and have to wait in line but it is so worth it. excellent service as well!,5 
362,"We came here for brunch on a Saturday afternoon.We were starving, but decided to wait here because of the amazing reviews.The staff came out with Chai for those waiting in line which is a very nice touch.We were given a wait time of about 40 mins but were let inside to wait at the downstairs bar in under 15 and then seated about 10 mins later.We ordered all the suggested:Pau bhaji - mildly spicy and full of flavor - SO GOOD, MUST GET!Chicken ruby this dish was very good, I wasn't blown away by it as much as the pau bhaji, but it was still worth the order.Black daal -  I was surprised by how much flavor this dish had since it's just ""stewed black beans"" but it's very good. I'm not a HUGE fan of daal in general, but they season it very well.The bollybellini cocktail was delicious, I could have had 3 more if i wasn't so full from the food we ordered!Calamansi smash I thought it was acceptable in comparison to the other, but my boyfriend really loved it.I forgot the name of our server, but he was only on his 4th day serving and was absolutely amazing! He was friendly and very on top of everything. Checked up on us regularly and was never too far.I think he was from Spain?Anyway, the reviews aren't overly hyped, this place is legit and you have to make time to stop here.",5 
363,So delicious! We waited about an hour but it's definitely worth it. Someone in line told us to order the chicken berry Britannia and Raita. Those two together were perfect.,5 
364,"The secret to queuing outside a restaurant is making sure that you like the people that you go with. I kind of resent queuing because I don't like following everyone, but I'm happy to be patient for decent food. Also, they manage it well and keep well stocked. Queuing isn't a great grand novelty in London, and they keep you watered.The breakfast naan, and garlic naan are great, berry Britannia, black daal, vada pav and a couple of recommendations, which were, of course excellent (especially the okra fries). Ooh and Chili cheese toast- I just love cheese okay.The staff are lovely, the food is also lovely, the atmosphere is nice and bustle-y- but not the best for hard of hearing",4 
365,"Came by Dishoom for lunch. They take reservations for lunch and breakfast, but not dinner. Definitely recommended to make a reservation - it's really easy on their website, and there is almost always a line when coming in. Easiest/most painless way to get a table here is to make a reservation for lunch, and breeze right in past the long line forming by the door.Service is polite but somewhat curt and rushed given the amount of people there are coming through. There is a very large downstairs seating area, and the booths have fun fans that cool you down from the spice.Their menu is huge with a variety of dishes from across India. Most of the dishes are sized and made to share, and the back has a large drinks and chai menu. The drinks are very small portions. Lassi is thick and yogurty, and the chai comes creamy and sweet. Favorite dishes:House Black Daal: Amazing, very spicy and creamy. Chole Poori - chickpea curry with a very interesting pairing of sweet halwa mash, comes with puffy poori bread. Delicious must have.Paneer: their paneer dishes are delicious, all well flavored with chewy paneer. The mattar paneer came in a sauce that was very tomato-y, and had very few peas.",5 
366,Overall fantastic India and great for a group meal. I've eaten here several times and have always enjoyed the experience.,5 
367,"One of the best meals ever, in my life!  The wait was long and it was raining(Dishoom provides umbrellas) but completely worth it!  Don't miss out, next time in London eat here!",5 
368,"1. Service- very attentive and friendly. Both times I came here, I had two different servers, and they were both very professional. They were very welcoming and they made sure you had everything you needed. It's A-La-Carte, so wait to be seated, order and pay at the table. 2. Price- this place is affordable, and not expensive at all. For two people, you'll pay about £30, but that depends on how much you order though. 3. Ambiance- modern and hip. There are two stories to this particular restaurant. I guess you can say there is a Ground level and a Lower Ground Level. Or perhaps as we better understand in the states, 1st floor and a basement. Haha. Dress code is casual. 4. Food- we had cheese naan, Gunpowder potatoes, Chicken Ruby, Dishoom Chicken Tikka, and Vegetable Biryani. My favorite were the potatoes, and the Tikka. Everything was very flavorful and I have to say, it's the best Indian restaurant I've ever been to.5. Cleanliness- superb. I can't complain.",5 
369,"Me and my wife were looking for a breakfast spot and we happened to stumble a upon this place.As we walked in it smelled of everything delicious. Lol. There was fresh naan being cooked and the the Indian spices was just oh so good.We both decided in the Big Engilsh style Indian breakfast. Which was a great idea  because we were both hungry and we need the energy for the day of tours. It cam with Indian style eggs, which is scrambled with some spices, very delicious.. 2 bangers and 2 slices of bacon, a small bowl of baked beans and 2 buns. Everything was so good and it was sooo filling. We also wanted to try the naan so we ordered a bacon and egg naan. We saw them making it in there big tandoori oven which was soo cool. The naan-wich was very good as well. The naan was very soft and light and yet soo crispy. With the filling and the naan it was just a great combo.",4 
370,"Dishoom was our first stop in London for dinner and well worth the wait. With 700+ reviews already here, I'll give you a rundown of what stood out to me most. 1) The line outside snaked around and around, but they sweetened the experience with hot chai tea and sherry. Once you get inside, you *may* think your wait is over but instead, you're transported downstairs to the bar area. We had enough time to get a drink and apps there. Our total wait time was about an hour but these little extras made it fly by. 2) We ordered okra fries and lamb samosas at the bar, then Dishoom's signature dish (and vegetarian) house black daal, curry-infused chicken ruby, and garlic naan at our table. There's nothing I would not recommend. 3) I love how Indian restaurants offer an array of non-alcoholic drinks that are delicious like laasis, and Dishoom takes that one step further with teas, coffees, and sodas. That being said, I still went with some cocktails including the super refreshing Bollybellini and classic Bombay Pimm's. 4) I truly enjoyed reading the menu and learned that the restaurant donates a free lunch to schools in India for every meal you eat at Dishoom. 5) I would've come back here time and time again (including for breakfast!) if I had more time in London. There are heaps of other dishes I need to try. So there ya have it. Believe the hype. Love the hype. Taste the hype.",5 
371,"One does not go to London without going to the legendary Dishoom. It's the only place on Yelp that has 1300+ reviews and 4.5 stars. I had high expectations and was nervous that this place would be severely overhyped, but Dishoom was an A+ in my book.I heard the wait times can be insanely long (one night we called and they said it was 2 hour queue for dinner). So we decided to go the next day for lunch and prayed to the food Gods. We got there at 12pm on the dot and our prayer was answered as we got seated immediately. The place was already packed on both levels. Decor is cute and what I love about this place is that for every meal purchased, they donate a meal to an organization charity :) More reasons to eat here!We ended up with the chicken tikka masala (called chicken ruby on the menu), the paneer masala, black house daal, garlic naan, and the keam. Everything was beyond fantastic. As everyone suggests, I highly recommend the chicken ruby and  daal (vegetarian and slow cooked for 24 hours). Consistency was nice, creamy, and not overly thick. Tender chunks of meat that just pair so well with the naan. Thankfully for me, the food was not terribly spicy which made my eating experience more enjoyable.Service was prompt, courteous, and on point. Water was always refilled without asking, and the flow of the place didn't make me feel rushed despite the growing lines outside.Overall, I would recommend coming here to cross it off the bucket list. Wasn't expecting such amazing Indian food in London and am pleasantly surprised, but no complaints here :DNote: the dishes do not come with rice. You need to order it separately and it costs around $3USD per bowl. Note 1: there also seems to be sister locations of Dishoom nearby? Haven't been there but would imagine it to be similar, so if this place is packed maybe stop by it's other location.",4 
372,"Amazing simply amazing.So first off - get here early. The line is pretty long and there's not a lot of cover for you if it rains.The service here is amazing and the food comes out to you very quickly. Our waitress was also super polite and was very helpful in choosing plates.We had a multitude of dishes and the review would be too long of I only listed it all but something's that stood out were the chicken ruby, vegetable samosas, and the chocolate pudding. The chicken ruby was creamy soft, and went well with the garlic naan. The samosas were also pretty good and went well with the dipping sauce. The chocolate pudding tasted like a dream and the chili ice cream brought out the sweetness of the pudding.",5 
373,"On holiday here in London and looked on Yelp to see where we should eat at, this place came up as #1, plus we drove/ walked by multiple times in the past couple days and there has been a line around the building and down the street. We came at 7Pm and had an hour and twenty minute wait..... let me just tell you it was worth every second! The staff that greets you outside is so sweet and they even brought our hot chai tea out to you while waiting. Once you get next up or close to being sat they take you to the full bar downstairs which is gorgeous and the staff was incredible. We only waited a few minutes by the bar before getting sat in a large booth. We  started off with Lamb Samosas- which i was a little hesitant on... but wanted to order seconds!!! I had the chicken Ruby which was wonderful, along with the garlic naan! Soooooo good. My bf has the chef special which i didn't even get a chance to try because he was already licking the plate clean! Incredible flavors, incredible staff, amazing dining experience, and even better atmosphere ! Loved every minute!",5 
374,"Is there a better place in London for breakfast?  I think any conversation on the subject has to include any of the Dishoom locations in a discussion of the final three (please send me your favorites!).  Was there when it opened on a Saturday and had a Wrestler's Naan Roll with the house chai that just kept on coming.  I had some writing work I was doing and despite the fact that the restaurant continued to fill up I was never rushed or hurried or made to feel like I could stay forever (I've experienced that same hospitality at the Kings Cross location).  If you're even thinking about coming here for breakfast, or any meal, cease your thinking and get to booking.",5 
375,"Came for breakfast after a quick flight in from Zurich -- excellent food, and an interesting middle ground between boring/traditional English breakfast food and Dishoom style.  I had the bacon naan sandwich (which was excellent) and fried eggs on chili cheese toast (also great), plus a breakfast lassi and espresso.  Probably the best breakfast I've had in Europe.  Unsurprisingly the restaurant is still packed even at 9am in a weekday.",5 
